dteday,season,yr,mnth,weathersit,holiday,weekday,workingday,temp,hum,windspeed,variable,value,month
2012-03-12,springer,1,3,Cerah,Tidak Libur,Senin,Hari Kerja,0.466667,0.489167,0.207713,casual,838,March
2012-03-13,springer,1,3,Cerah,Tidak Libur,Selasa,Hari Kerja,0.565,0.6175,0.23695,casual,762,March
2012-03-14,springer,1,3,Cerah,Tidak Libur,Rabu,Hari Kerja,0.5725,0.507083,0.115062,casual,997,March
2012-03-15,springer,1,3,Cerah,Tidak Libur,Kamis,Hari Kerja,0.5575,0.579583,0.149883,casual,1005,March
2012-03-16,springer,1,3,Berkabut,Tidak Libur,Jum'at,Hari Kerja,0.435833,0.842083,0.113192,casual,548,March
2012-03-17,springer,1,3,Berkabut,Tidak Libur,Sabtu,Bukan Hari Kerja,0.514167,0.755833,0.110704,casual,3155,March
2012-03-18,springer,1,3,Berkabut,Tidak Libur,Minggu,Bukan Hari Kerja,0.4725,0.81,0.126883,casual,2207,March
2012-03-19,springer,1,3,Cerah,Tidak Libur,Senin,Hari Kerja,0.545,0.72875,0.162317,casual,982,March
2012-03-20,springer,1,3,Cerah,Tidak Libur,Selasa,Hari Kerja,0.560833,0.807917,0.121271,casual,1051,March
2012-03-21,summer,1,3,Berkabut,Tidak Libur,Rabu,Hari Kerja,0.531667,0.82125,0.0895583,casual,1122,March
2012-03-22,summer,1,3,Cerah,Tidak Libur,Kamis,Hari Kerja,0.554167,0.83125,0.117562,casual,1334,March
2012-03-23,summer,1,3,Berkabut,Tidak Libur,Jum'at,Hari Kerja,0.601667,0.694167,0.1163,casual,2469,March
2012-03-24,summer,1,3,Berkabut,Tidak Libur,Sabtu,Bukan Hari Kerja,0.5025,0.885417,0.192783,casual,1033,March
2012-03-25,summer,1,3,Berkabut,Tidak Libur,Minggu,Bukan Hari Kerja,0.4375,0.880833,0.220775,casual,1532,March
2012-03-26,summer,1,3,Cerah,Tidak Libur,Senin,Hari Kerja,0.445833,0.477917,0.386821,casual,795,March
2012-03-27,summer,1,3,Cerah,Tidak Libur,Selasa,Hari Kerja,0.323333,0.29,0.187192,casual,531,March
2012-03-28,summer,1,3,Cerah,Tidak Libur,Rabu,Hari Kerja,0.484167,0.48125,0.291671,casual,674,March
2012-03-29,summer,1,3,Cerah,Tidak Libur,Kamis,Hari Kerja,0.494167,0.439167,0.31965,casual,834,March
2012-03-30,summer,1,3,Berkabut,Tidak Libur,Jum'at,Hari Kerja,0.37,0.580833,0.138067,casual,796,March
2012-03-31,summer,1,3,Berkabut,Tidak Libur,Sabtu,Bukan Hari Kerja,0.424167,0.738333,0.250617,casual,2301,March
2012-04-01,summer,1,4,Berkabut,Tidak Libur,Minggu,Bukan Hari Kerja,0.425833,0.67625,0.172267,casual,2347,April
2012-04-02,summer,1,4,Cerah,Tidak Libur,Senin,Hari Kerja,0.433913,0.504348,0.312139,casual,1208,April
2012-04-03,summer,1,4,Cerah,Tidak Libur,Selasa,Hari Kerja,0.466667,0.396667,0.100133,casual,1348,April
2012-04-04,summer,1,4,Cerah,Tidak Libur,Rabu,Hari Kerja,0.541667,0.469583,0.180975,casual,1058,April
2012-04-05,summer,1,4,Cerah,Tidak Libur,Kamis,Hari Kerja,0.435,0.374167,0.219529,casual,1192,April
2012-04-06,summer,1,4,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.403333,0.377083,0.300388,casual,1807,April
2012-04-07,summer,1,4,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.4375,0.254167,0.274871,casual,3252,April
2012-04-08,summer,1,4,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.5,0.275833,0.232596,casual,2230,April
2012-04-09,summer,1,4,Cerah,Tidak Libur,Senin,Hari Kerja,0.489167,0.3175,0.358196,casual,905,April
2012-04-10,summer,1,4,Cerah,Tidak Libur,Selasa,Hari Kerja,0.446667,0.435,0.249375,casual,819,April
2012-04-11,summer,1,4,Cerah,Tidak Libur,Rabu,Hari Kerja,0.348696,0.469565,0.295274,casual,482,April
2012-04-12,summer,1,4,Cerah,Tidak Libur,Kamis,Hari Kerja,0.3975,0.46625,0.290429,casual,663,April
2012-04-13,summer,1,4,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.4425,0.408333,0.155471,casual,1252,April
2012-04-14,summer,1,4,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.495,0.502917,0.190917,casual,2795,April
2012-04-15,summer,1,4,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.606667,0.507917,0.225129,casual,2846,April
2012-04-16,summer,1,4,Cerah,Libur,Senin,Bukan Hari Kerja,0.664167,0.561667,0.284829,casual,1198,April
2012-04-17,summer,1,4,Cerah,Tidak Libur,Selasa,Hari Kerja,0.608333,0.390417,0.273629,casual,989,April
2012-04-18,summer,1,4,Berkabut,Tidak Libur,Rabu,Hari Kerja,0.463333,0.569167,0.167912,casual,347,April
2012-04-19,summer,1,4,Cerah,Tidak Libur,Kamis,Hari Kerja,0.498333,0.6125,0.0659292,casual,846,April
2012-04-20,summer,1,4,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.526667,0.694583,0.149871,casual,1340,April
2012-04-21,summer,1,4,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.57,0.682917,0.283587,casual,2541,April
2012-04-22,summer,1,4,Hujan Ringan,Tidak Libur,Minggu,Bukan Hari Kerja,0.396667,0.835417,0.344546,casual,120,April
2012-04-23,summer,1,4,Berkabut,Tidak Libur,Senin,Hari Kerja,0.321667,0.766667,0.303496,casual,195,April
2012-04-24,summer,1,4,Cerah,Tidak Libur,Selasa,Hari Kerja,0.413333,0.454167,0.249383,casual,518,April
2012-04-25,summer,1,4,Cerah,Tidak Libur,Rabu,Hari Kerja,0.476667,0.427917,0.118792,casual,655,April
2012-04-26,summer,1,4,Berkabut,Tidak Libur,Kamis,Hari Kerja,0.498333,0.756667,0.176625,casual,475,April
2012-04-27,summer,1,4,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.4575,0.400833,0.347633,casual,1014,April
2012-04-28,summer,1,4,Berkabut,Tidak Libur,Sabtu,Bukan Hari Kerja,0.376667,0.489583,0.129975,casual,1120,April
2012-04-29,summer,1,4,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.458333,0.587083,0.116908,casual,2229,April
2012-04-30,summer,1,4,Berkabut,Tidak Libur,Senin,Hari Kerja,0.464167,0.57,0.171638,casual,665,April
2012-05-01,summer,1,5,Berkabut,Tidak Libur,Selasa,Hari Kerja,0.613333,0.659583,0.156096,casual,653,May
2012-05-02,summer,1,5,Cerah,Tidak Libur,Rabu,Hari Kerja,0.564167,0.797083,0.138058,casual,667,May
2012-05-03,summer,1,5,Berkabut,Tidak Libur,Kamis,Hari Kerja,0.56,0.768333,0.133696,casual,764,May
2012-05-04,summer,1,5,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.6275,0.735417,0.162938,casual,1069,May
2012-05-05,summer,1,5,Berkabut,Tidak Libur,Sabtu,Bukan Hari Kerja,0.621667,0.756667,0.152992,casual,2496,May
2012-05-06,summer,1,5,Berkabut,Tidak Libur,Minggu,Bukan Hari Kerja,0.5625,0.74,0.149879,casual,2135,May
2012-05-07,summer,1,5,Berkabut,Tidak Libur,Senin,Hari Kerja,0.5375,0.664167,0.230721,casual,1008,May
2012-05-08,summer,1,5,Berkabut,Tidak Libur,Selasa,Hari Kerja,0.581667,0.685833,0.296029,casual,738,May
2012-05-09,summer,1,5,Berkabut,Tidak Libur,Rabu,Hari Kerja,0.575,0.744167,0.216412,casual,620,May
2012-05-10,summer,1,5,Cerah,Tidak Libur,Kamis,Hari Kerja,0.505833,0.552083,0.314063,casual,1026,May
2012-05-11,summer,1,5,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.533333,0.360417,0.236937,casual,1319,May
2012-05-12,summer,1,5,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.564167,0.480417,0.123133,casual,2622,May
2012-05-13,summer,1,5,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.6125,0.57625,0.225117,casual,2172,May
2012-05-14,summer,1,5,Berkabut,Tidak Libur,Senin,Hari Kerja,0.573333,0.789583,0.212692,casual,342,May
2012-05-15,summer,1,5,Berkabut,Tidak Libur,Selasa,Hari Kerja,0.611667,0.794583,0.147392,casual,625,May
2012-05-16,summer,1,5,Cerah,Tidak Libur,Rabu,Hari Kerja,0.636667,0.697917,0.122512,casual,991,May
2012-05-17,summer,1,5,Cerah,Tidak Libur,Kamis,Hari Kerja,0.593333,0.52,0.229475,casual,1242,May
2012-05-18,summer,1,5,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.564167,0.523333,0.136817,casual,1521,May
2012-05-19,summer,1,5,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.6,0.45625,0.083975,casual,3410,May
2012-05-20,summer,1,5,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.620833,0.530417,0.254367,casual,2704,May
2012-05-21,summer,1,5,Berkabut,Tidak Libur,Senin,Hari Kerja,0.598333,0.81125,0.233204,casual,630,May
2012-05-22,summer,1,5,Berkabut,Tidak Libur,Selasa,Hari Kerja,0.615,0.765833,0.118167,casual,819,May
2012-05-23,summer,1,5,Berkabut,Tidak Libur,Rabu,Hari Kerja,0.621667,0.774583,0.102,casual,766,May
2012-05-24,summer,1,5,Cerah,Tidak Libur,Kamis,Hari Kerja,0.655,0.716667,0.172896,casual,1059,May
2012-05-25,summer,1,5,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.68,0.747083,0.14055,casual,1417,May
2012-05-26,summer,1,5,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.6925,0.7325,0.198992,casual,2855,May
2012-05-27,summer,1,5,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.69,0.697083,0.215171,casual,3283,May
2012-05-28,summer,1,5,Cerah,Libur,Senin,Bukan Hari Kerja,0.7125,0.67625,0.196521,casual,2557,May
2012-05-29,summer,1,5,Cerah,Tidak Libur,Selasa,Hari Kerja,0.7225,0.684583,0.2954,casual,880,May
2012-05-30,summer,1,5,Berkabut,Tidak Libur,Rabu,Hari Kerja,0.656667,0.67,0.134329,casual,745,May
2012-05-31,summer,1,5,Cerah,Tidak Libur,Kamis,Hari Kerja,0.68,0.492917,0.195279,casual,1100,May
2012-06-01,summer,1,6,Berkabut,Tidak Libur,Jum'at,Hari Kerja,0.654167,0.755417,0.237563,casual,533,June
2012-06-02,summer,1,6,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.583333,0.549167,0.186562,casual,2795,June
2012-06-03,summer,1,6,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.6025,0.493333,0.184087,casual,2494,June
2012-06-04,summer,1,6,Cerah,Tidak Libur,Senin,Hari Kerja,0.5975,0.487083,0.284833,casual,1071,June
2012-06-05,summer,1,6,Berkabut,Tidak Libur,Selasa,Hari Kerja,0.540833,0.613333,0.209575,casual,968,June
2012-06-06,summer,1,6,Cerah,Tidak Libur,Rabu,Hari Kerja,0.554167,0.61125,0.077125,casual,1027,June
2012-06-07,summer,1,6,Cerah,Tidak Libur,Kamis,Hari Kerja,0.6025,0.567083,0.15735,casual,1038,June
2012-06-08,summer,1,6,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.649167,0.467917,0.175383,casual,1488,June
2012-06-09,summer,1,6,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.710833,0.437083,0.144287,casual,2708,June
2012-06-10,summer,1,6,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.726667,0.538333,0.133721,casual,2224,June
2012-06-11,summer,1,6,Berkabut,Tidak Libur,Senin,Hari Kerja,0.720833,0.587917,0.207713,casual,1017,June
2012-06-12,summer,1,6,Berkabut,Tidak Libur,Selasa,Hari Kerja,0.653333,0.833333,0.214546,casual,477,June
2012-06-13,summer,1,6,Cerah,Tidak Libur,Rabu,Hari Kerja,0.655833,0.582083,0.343279,casual,1173,June
2012-06-14,summer,1,6,Cerah,Tidak Libur,Kamis,Hari Kerja,0.648333,0.569583,0.253733,casual,1180,June
2012-06-15,summer,1,6,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.639167,0.589583,0.176617,casual,1563,June
2012-06-16,summer,1,6,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.631667,0.504167,0.166667,casual,2963,June
2012-06-17,summer,1,6,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.5925,0.59875,0.144904,casual,2634,June
2012-06-18,summer,1,6,Berkabut,Tidak Libur,Senin,Hari Kerja,0.568333,0.777917,0.174746,casual,653,June
2012-06-19,summer,1,6,Cerah,Tidak Libur,Selasa,Hari Kerja,0.688333,0.69,0.148017,casual,968,June
2012-06-20,summer,1,6,Cerah,Tidak Libur,Rabu,Hari Kerja,0.7825,0.592083,0.113812,casual,872,June
2012-06-21,fall,1,6,Cerah,Tidak Libur,Kamis,Hari Kerja,0.805833,0.567917,0.118787,casual,778,June
2012-06-22,fall,1,6,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.7775,0.57375,0.182842,casual,964,June
2012-06-23,fall,1,6,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.731667,0.534583,0.179721,casual,2657,June
2012-06-24,fall,1,6,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.743333,0.479167,0.145525,casual,2551,June
2012-06-25,fall,1,6,Cerah,Tidak Libur,Senin,Hari Kerja,0.715833,0.504167,0.300383,casual,1139,June
2012-06-26,fall,1,6,Cerah,Tidak Libur,Selasa,Hari Kerja,0.630833,0.373333,0.347642,casual,1077,June
2012-06-27,fall,1,6,Cerah,Tidak Libur,Rabu,Hari Kerja,0.6975,0.36,0.271775,casual,1077,June
2012-06-28,fall,1,6,Cerah,Tidak Libur,Kamis,Hari Kerja,0.749167,0.4225,0.17165,casual,921,June
2012-06-29,fall,1,6,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.834167,0.48875,0.165417,casual,829,June
2012-06-30,fall,1,6,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.765,0.60125,0.161071,casual,1455,June
2012-07-01,fall,1,7,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.815833,0.51875,0.168529,casual,1421,July
2012-07-02,fall,1,7,Cerah,Tidak Libur,Senin,Hari Kerja,0.781667,0.447083,0.195267,casual,904,July
2012-07-03,fall,1,7,Cerah,Tidak Libur,Selasa,Hari Kerja,0.780833,0.492083,0.126237,casual,1052,July
2012-07-04,fall,1,7,Cerah,Libur,Rabu,Bukan Hari Kerja,0.789167,0.53875,0.13495,casual,2562,July
2012-07-05,fall,1,7,Cerah,Tidak Libur,Kamis,Hari Kerja,0.8275,0.457917,0.194029,casual,1405,July
2012-07-06,fall,1,7,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.828333,0.450833,0.146142,casual,1366,July
2012-07-07,fall,1,7,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.861667,0.492083,0.163554,casual,1448,July
2012-07-08,fall,1,7,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.8225,0.57375,0.125629,casual,1203,July
2012-07-09,fall,1,7,Berkabut,Tidak Libur,Senin,Hari Kerja,0.710833,0.683333,0.180975,casual,998,July
2012-07-10,fall,1,7,Berkabut,Tidak Libur,Selasa,Hari Kerja,0.720833,0.6675,0.151737,casual,954,July
2012-07-11,fall,1,7,Cerah,Tidak Libur,Rabu,Hari Kerja,0.716667,0.633333,0.151733,casual,975,July
2012-07-12,fall,1,7,Cerah,Tidak Libur,Kamis,Hari Kerja,0.715833,0.529583,0.146775,casual,1032,July
2012-07-13,fall,1,7,Berkabut,Tidak Libur,Jum'at,Hari Kerja,0.731667,0.485833,0.08085,casual,1511,July
2012-07-14,fall,1,7,Berkabut,Tidak Libur,Sabtu,Bukan Hari Kerja,0.703333,0.699167,0.143679,casual,2355,July
2012-07-15,fall,1,7,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.745833,0.717917,0.166667,casual,1920,July
2012-07-16,fall,1,7,Cerah,Tidak Libur,Senin,Hari Kerja,0.763333,0.645,0.164187,casual,1088,July
2012-07-17,fall,1,7,Cerah,Tidak Libur,Selasa,Hari Kerja,0.818333,0.505833,0.114429,casual,921,July
2012-07-18,fall,1,7,Cerah,Tidak Libur,Rabu,Hari Kerja,0.793333,0.577083,0.137442,casual,799,July
2012-07-19,fall,1,7,Cerah,Tidak Libur,Kamis,Hari Kerja,0.77,0.600417,0.165429,casual,888,July
2012-07-20,fall,1,7,Berkabut,Tidak Libur,Jum'at,Hari Kerja,0.665833,0.844167,0.208967,casual,747,July
2012-07-21,fall,1,7,Hujan Ringan,Tidak Libur,Sabtu,Bukan Hari Kerja,0.595833,0.865417,0.2133,casual,1264,July
2012-07-22,fall,1,7,Berkabut,Tidak Libur,Minggu,Bukan Hari Kerja,0.6675,0.7625,0.0939208,casual,2544,July
2012-07-23,fall,1,7,Cerah,Tidak Libur,Senin,Hari Kerja,0.741667,0.694167,0.138683,casual,1135,July
2012-07-24,fall,1,7,Cerah,Tidak Libur,Selasa,Hari Kerja,0.750833,0.655,0.211454,casual,1140,July
2012-07-25,fall,1,7,Cerah,Tidak Libur,Rabu,Hari Kerja,0.724167,0.45,0.1648,casual,1383,July
2012-07-26,fall,1,7,Cerah,Tidak Libur,Kamis,Hari Kerja,0.776667,0.596667,0.284813,casual,1036,July
2012-07-27,fall,1,7,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.781667,0.594583,0.152992,casual,1259,July
2012-07-28,fall,1,7,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.755833,0.613333,0.15735,casual,2234,July
2012-07-29,fall,1,7,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.721667,0.62375,0.170396,casual,2153,July
2012-07-30,fall,1,7,Cerah,Tidak Libur,Senin,Hari Kerja,0.730833,0.66875,0.153617,casual,1040,July
2012-07-31,fall,1,7,Cerah,Tidak Libur,Selasa,Hari Kerja,0.713333,0.704167,0.165425,casual,968,July
2012-08-01,fall,1,8,Cerah,Tidak Libur,Rabu,Hari Kerja,0.7175,0.6775,0.141179,casual,1074,August
2012-08-02,fall,1,8,Cerah,Tidak Libur,Kamis,Hari Kerja,0.7525,0.659583,0.129354,casual,983,August
2012-08-03,fall,1,8,Berkabut,Tidak Libur,Jum'at,Hari Kerja,0.765833,0.6425,0.215792,casual,1328,August
2012-08-04,fall,1,8,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.793333,0.613333,0.257458,casual,2345,August
2012-08-05,fall,1,8,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.769167,0.6525,0.290421,casual,1707,August
2012-08-06,fall,1,8,Berkabut,Tidak Libur,Senin,Hari Kerja,0.7525,0.654167,0.129354,casual,1233,August
2012-08-07,fall,1,8,Berkabut,Tidak Libur,Selasa,Hari Kerja,0.735833,0.70375,0.116908,casual,1278,August
2012-08-08,fall,1,8,Berkabut,Tidak Libur,Rabu,Hari Kerja,0.75,0.672917,0.1107,casual,1263,August
2012-08-09,fall,1,8,Cerah,Tidak Libur,Kamis,Hari Kerja,0.755833,0.620417,0.1561,casual,1196,August
2012-08-10,fall,1,8,Berkabut,Tidak Libur,Jum'at,Hari Kerja,0.715833,0.715833,0.238813,casual,1065,August
2012-08-11,fall,1,8,Berkabut,Tidak Libur,Sabtu,Bukan Hari Kerja,0.6925,0.732917,0.206479,casual,2247,August
2012-08-12,fall,1,8,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.700833,0.530417,0.122512,casual,2182,August
2012-08-13,fall,1,8,Cerah,Tidak Libur,Senin,Hari Kerja,0.720833,0.545417,0.136212,casual,1207,August
2012-08-14,fall,1,8,Cerah,Tidak Libur,Selasa,Hari Kerja,0.726667,0.686667,0.169158,casual,1128,August
2012-08-15,fall,1,8,Cerah,Tidak Libur,Rabu,Hari Kerja,0.706667,0.619583,0.169771,casual,1198,August
2012-08-16,fall,1,8,Cerah,Tidak Libur,Kamis,Hari Kerja,0.719167,0.519167,0.141796,casual,1338,August
2012-08-17,fall,1,8,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.723333,0.570833,0.231354,casual,1483,August
2012-08-18,fall,1,8,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.678333,0.603333,0.177867,casual,2827,August
2012-08-19,fall,1,8,Berkabut,Tidak Libur,Minggu,Bukan Hari Kerja,0.635833,0.711667,0.08645,casual,1208,August
2012-08-20,fall,1,8,Berkabut,Tidak Libur,Senin,Hari Kerja,0.635833,0.734167,0.129979,casual,1026,August
2012-08-21,fall,1,8,Cerah,Tidak Libur,Selasa,Hari Kerja,0.649167,0.67375,0.0727708,casual,1081,August
2012-08-22,fall,1,8,Cerah,Tidak Libur,Rabu,Hari Kerja,0.6675,0.677083,0.0702833,casual,1094,August
2012-08-23,fall,1,8,Cerah,Tidak Libur,Kamis,Hari Kerja,0.695833,0.635833,0.0845958,casual,1363,August
2012-08-24,fall,1,8,Berkabut,Tidak Libur,Jum'at,Hari Kerja,0.7025,0.615,0.0721458,casual,1325,August
2012-08-25,fall,1,8,Berkabut,Tidak Libur,Sabtu,Bukan Hari Kerja,0.661667,0.712917,0.244408,casual,1829,August
2012-08-26,fall,1,8,Berkabut,Tidak Libur,Minggu,Bukan Hari Kerja,0.653333,0.845833,0.228858,casual,1483,August
2012-08-27,fall,1,8,Cerah,Tidak Libur,Senin,Hari Kerja,0.703333,0.730417,0.128733,casual,989,August
2012-08-28,fall,1,8,Cerah,Tidak Libur,Selasa,Hari Kerja,0.728333,0.62,0.190925,casual,935,August
2012-08-29,fall,1,8,Cerah,Tidak Libur,Rabu,Hari Kerja,0.685,0.552083,0.112562,casual,1177,August
2012-08-30,fall,1,8,Cerah,Tidak Libur,Kamis,Hari Kerja,0.706667,0.590417,0.0771167,casual,1172,August
2012-08-31,fall,1,8,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.764167,0.5875,0.168533,casual,1433,August
2012-09-01,fall,1,9,Berkabut,Tidak Libur,Sabtu,Bukan Hari Kerja,0.753333,0.638333,0.113187,casual,2352,September
2012-09-02,fall,1,9,Berkabut,Tidak Libur,Minggu,Bukan Hari Kerja,0.696667,0.815,0.0640708,casual,2613,September
2012-09-03,fall,1,9,Cerah,Libur,Senin,Bukan Hari Kerja,0.7075,0.790833,0.151121,casual,1965,September
2012-09-04,fall,1,9,Cerah,Tidak Libur,Selasa,Hari Kerja,0.725833,0.755,0.236321,casual,867,September
2012-09-05,fall,1,9,Cerah,Tidak Libur,Rabu,Hari Kerja,0.736667,0.74125,0.187808,casual,832,September
2012-09-06,fall,1,9,Berkabut,Tidak Libur,Kamis,Hari Kerja,0.696667,0.810417,0.142421,casual,611,September
2012-09-07,fall,1,9,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.703333,0.73625,0.171646,casual,1045,September
2012-09-08,fall,1,9,Berkabut,Tidak Libur,Sabtu,Bukan Hari Kerja,0.659167,0.799167,0.281104,casual,1557,September
2012-09-09,fall,1,9,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.61,0.5475,0.224496,casual,2570,September
2012-09-10,fall,1,9,Cerah,Tidak Libur,Senin,Hari Kerja,0.583333,0.50375,0.258713,casual,1118,September
2012-09-11,fall,1,9,Cerah,Tidak Libur,Selasa,Hari Kerja,0.5775,0.52,0.0920542,casual,1070,September
2012-09-12,fall,1,9,Cerah,Tidak Libur,Rabu,Hari Kerja,0.599167,0.577083,0.131846,casual,1050,September
2012-09-13,fall,1,9,Cerah,Tidak Libur,Kamis,Hari Kerja,0.6125,0.637083,0.0827208,casual,1054,September
2012-09-14,fall,1,9,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.633333,0.6725,0.103863,casual,1379,September
2012-09-15,fall,1,9,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.608333,0.501667,0.247521,casual,3160,September
2012-09-16,fall,1,9,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.58,0.57,0.0901833,casual,2166,September
2012-09-17,fall,1,9,Berkabut,Tidak Libur,Senin,Hari Kerja,0.580833,0.734583,0.151742,casual,1022,September
2012-09-18,fall,1,9,Berkabut,Tidak Libur,Selasa,Hari Kerja,0.623333,0.8725,0.357587,casual,371,September
2012-09-19,fall,1,9,Cerah,Tidak Libur,Rabu,Hari Kerja,0.5525,0.536667,0.215175,casual,788,September
2012-09-20,fall,1,9,Cerah,Tidak Libur,Kamis,Hari Kerja,0.546667,0.618333,0.118167,casual,939,September
2012-09-21,fall,1,9,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.599167,0.66875,0.154229,casual,1250,September
2012-09-22,fall,1,9,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.65,0.646667,0.283583,casual,2512,September
2012-09-23,winter,1,9,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.529167,0.467083,0.223258,casual,2454,September
2012-09-24,winter,1,9,Cerah,Tidak Libur,Senin,Hari Kerja,0.514167,0.492917,0.142404,casual,1001,September
2012-09-25,winter,1,9,Cerah,Tidak Libur,Selasa,Hari Kerja,0.55,0.57,0.236321,casual,845,September
2012-09-26,winter,1,9,Cerah,Tidak Libur,Rabu,Hari Kerja,0.635,0.630833,0.2444,casual,787,September
2012-09-27,winter,1,9,Berkabut,Tidak Libur,Kamis,Hari Kerja,0.65,0.690833,0.134342,casual,751,September
2012-09-28,winter,1,9,Berkabut,Tidak Libur,Jum'at,Hari Kerja,0.619167,0.69,0.164179,casual,1045,September
2012-09-29,winter,1,9,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.5425,0.542917,0.227604,casual,2589,September
2012-09-30,winter,1,9,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.526667,0.583333,0.134958,casual,2015,September
2012-10-01,winter,1,10,Berkabut,Tidak Libur,Senin,Hari Kerja,0.520833,0.649167,0.0908042,casual,763,October
2012-10-02,winter,1,10,Hujan Ringan,Tidak Libur,Selasa,Hari Kerja,0.590833,0.871667,0.104475,casual,315,October
2012-10-03,winter,1,10,Berkabut,Tidak Libur,Rabu,Hari Kerja,0.6575,0.79375,0.0665458,casual,728,October
2012-10-04,winter,1,10,Berkabut,Tidak Libur,Kamis,Hari Kerja,0.6575,0.722917,0.117546,casual,891,October
2012-10-05,winter,1,10,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.615,0.6275,0.10635,casual,1516,October
2012-10-06,winter,1,10,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.554167,0.664167,0.268025,casual,3031,October
2012-10-07,winter,1,10,Berkabut,Tidak Libur,Minggu,Bukan Hari Kerja,0.415833,0.708333,0.141162,casual,781,October
2012-10-08,winter,1,10,Berkabut,Libur,Senin,Bukan Hari Kerja,0.383333,0.709583,0.189679,casual,874,October
2012-10-09,winter,1,10,Berkabut,Tidak Libur,Selasa,Hari Kerja,0.446667,0.761667,0.1903,casual,601,October
2012-10-10,winter,1,10,Cerah,Tidak Libur,Rabu,Hari Kerja,0.514167,0.630833,0.187821,casual,780,October
2012-10-11,winter,1,10,Cerah,Tidak Libur,Kamis,Hari Kerja,0.435,0.463333,0.181596,casual,834,October
2012-10-12,winter,1,10,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.4375,0.539167,0.235092,casual,1060,October
2012-10-13,winter,1,10,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.393333,0.494583,0.146142,casual,2252,October
2012-10-14,winter,1,10,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.521667,0.640417,0.278612,casual,2080,October
